"cowcode"	"year"	"region"	"income"
517	1963	"Eastern Africa"	"0"
615	1963	"Northern Africa"	"0"
990	1963	"Polynesia"	"0"
52	1963	"Caribbean"	"1"
501	1963	"Eastern Africa"	"0"
551	1963	"Eastern Africa"	NA
553	1963	"Eastern Africa"	NA
338	1963	"Southern Europe"	NA
552	1963	"Eastern Africa"	NA
830	1963	"South-Eastern Asia"	NA
781	1963	"Southern Asia"	NA
420	1963	"Western Africa"	NA
110	1963	"South America"	NA
570	1963	"Southern Africa"	NA
571	1963	"Southern Africa"	NA
53	1963	"Caribbean"	NA
572	1963	"Southern Africa"	NA
590	1963	"Eastern Africa"	NA
411	1963	"Middle Africa"	NA
950	1963	"Melanesia"	NA
955	1963	"Polynesia"	NA
771	1963	"Southern Asia"	NA
692	1963	"Western Asia"	NA
694	1963	"Western Asia"	NA
696	1963	"Western Asia"	NA
31	1963	"Caribbean"	NA
55	1963	"Caribbean"	NA
404	1963	"Western Africa"	NA
541	1963	"Eastern Africa"	NA
581	1963	"Eastern Africa"	NA
910	1963	"Melanesia"	NA
403	1963	"Middle Africa"	NA
540	1963	"Middle Africa"	NA
115	1963	"South America"	NA
402	1963	"Western Africa"	NA
591	1963	"Eastern Africa"	NA
522	1963	"Eastern Africa"	NA
54	1963	"Caribbean"	NA
940	1963	"Melanesia"	NA
56	1963	"Caribbean"	NA
57	1963	"Caribbean"	NA
946	1963	"Micronesia"	NA
935	1963	"Melanesia"	NA
58	1963	"Caribbean"	NA
80	1963	"Central America"	NA
60	1963	"Caribbean"	NA
835	1963	"South-Eastern Asia"	NA
983	1963	"Micronesia"	NA
987	1963	"Micronesia"	NA
565	1963	"Southern Africa"	NA
702	1963	"Central Asia"	NA
703	1963	"Central Asia"	NA
704	1963	"Central Asia"	NA
359	1963	"Eastern Europe"	NA
343	1963	"Southern Europe"	NA
371	1963	"Western Asia"	NA
373	1963	"Western Asia"	NA
701	1963	"Central Asia"	NA
705	1963	"Central Asia"	NA
369	1963	"Eastern Europe"	NA
370	1963	"Eastern Europe"	NA
366	1963	"Northern Europe"	NA
367	1963	"Northern Europe"	NA
368	1963	"Northern Europe"	NA
372	1963	"Western Asia"	NA
346	1963	"Southern Europe"	NA
344	1963	"Southern Europe"	NA
349	1963	"Southern Europe"	NA
531	1963	"Eastern Africa"	NA
316	1963	"Eastern Europe"	NA
317	1963	"Eastern Europe"	NA
986	1963	"Micronesia"	NA
41	1964	"Caribbean"	"0"
42	1964	"Caribbean"	"0"
70	1964	"Central America"	"1"
90	1964	"Central America"	"0"
91	1964	"Central America"	"0"
92	1964	"Central America"	"1"
93	1964	"Central America"	"0"
94	1964	"Central America"	"0"
95	1964	"Central America"	"0"
530	1964	"Eastern Africa"	"0"
710	1964	"Eastern Asia"	"0"
712	1964	"Eastern Asia"	"0"
731	1964	"Eastern Asia"	"0"
732	1964	"Eastern Asia"	"0"
740	1964	"Eastern Asia"	"1"
360	1964	"Eastern Europe"	"0"
365	1964	"Eastern Europe"	"1"
265	1964	"No Region"	"0"
315	1964	"No Region"	"0"
345	1964	"No Region"	"0"
713	1964	"No Region"	"0"
651	1964	"Northern Africa"	"0"
100	1964	"South America"	"0"
130	1964	"South America"	"0"
135	1964	"South America"	"1"
140	1964	"South America"	"0"
145	1964	"South America"	"0"
150	1964	"South America"	"0"
155	1964	"South America"	"1"
775	1964	"South-Eastern Asia"	"0"
800	1964	"South-Eastern Asia"	"0"
840	1964	"South-Eastern Asia"	"0"
850	1964	"South-Eastern Asia"	"0"
630	1964	"Southern Asia"	"0"
700	1964	"Southern Asia"	"0"
750	1964	"Southern Asia"	"0"
760	1964	"Southern Asia"	"0"
770	1964	"Southern Asia"	"0"
780	1964	"Southern Asia"	"0"
790	1964	"Southern Asia"	"0"
230	1964	"Southern Europe"	"1"
232	1964	"Southern Europe"	"0"
235	1964	"Southern Europe"	"1"
331	1964	"Southern Europe"	"0"
339	1964	"Southern Europe"	"0"
350	1964	"Southern Europe"	"1"
450	1964	"Western Africa"	"0"
640	1964	"Western Asia"	"0"
645	1964	"Western Asia"	"1"
652	1964	"Western Asia"	"0"
660	1964	"Western Asia"	"0"
663	1964	"Western Asia"	"0"
679	1964	"Western Asia"	"0"
698	1964	"Western Asia"	"0"
221	1964	"Western Europe"	"0"
223	1964	"Western Europe"	"0"
900	1964	"Australia and New Zealand"	"2"
920	1964	"Australia and New Zealand"	"2"
40	1964	"Caribbean"	"1"
290	1964	"Eastern Europe"	"1"
310	1964	"Eastern Europe"	"1"
355	1964	"Eastern Europe"	"1"
260	1964	"No Region"	"1"
2	1964	"Northern America"	"2"
20	1964	"Northern America"	"2"
200	1964	"Northern Europe"	"1"
205	1964	"Northern Europe"	"1"
375	1964	"Northern Europe"	"1"
380	1964	"Northern Europe"	"2"
385	1964	"Northern Europe"	"1"
390	1964	"Northern Europe"	"2"
395	1964	"Northern Europe"	"1"
101	1964	"South America"	"1"
160	1964	"South America"	"1"
165	1964	"South America"	"1"
560	1964	"Southern Africa"	"1"
325	1964	"Southern Europe"	"1"
666	1964	"Western Asia"	"1"
670	1964	"Western Asia"	"1"
210	1964	"Western Europe"	"1"
211	1964	"Western Europe"	"1"
212	1964	"Western Europe"	"2"
220	1964	"Western Europe"	"1"
225	1964	"Western Europe"	"2"
305	1964	"Western Europe"	"1"
620	1964	"Northern Africa"	"0"
811	1964	"South-Eastern Asia"	"0"
818	1964	"No Region"	"0"
812	1964	"South-Eastern Asia"	"0"
600	1964	"Northern Africa"	"0"
616	1964	"Northern Africa"	"0"
625	1964	"Northern Africa"	"0"
820	1964	"South-Eastern Asia"	"0"
452	1964	"Western Africa"	"0"
438	1964	"Western Africa"	"0"
520	1964	"Eastern Africa"	"0"
580	1964	"Eastern Africa"	"0"
471	1964	"Middle Africa"	"0"
481	1964	"Middle Africa"	"1"
482	1964	"Middle Africa"	"0"
483	1964	"Middle Africa"	"0"
484	1964	"Middle Africa"	"0"
490	1964	"Middle Africa"	"0"
432	1964	"Western Africa"	"0"
433	1964	"Western Africa"	"0"
434	1964	"Western Africa"	"0"
435	1964	"Western Africa"	"0"
436	1964	"Western Africa"	"0"
437	1964	"Western Africa"	"0"
439	1964	"Western Africa"	"0"
461	1964	"Western Africa"	"0"
475	1964	"Western Africa"	"0"
352	1964	"Western Asia"	"0"
510	1964	"Eastern Africa"	"0"
451	1964	"Western Africa"	"0"
690	1964	"Western Asia"	"2"
51	1964	"Caribbean"	"0"
500	1964	"Eastern Africa"	"0"
516	1964	"Eastern Africa"	"0"
517	1964	"Eastern Africa"	"0"
615	1964	"Northern Africa"	"0"
990	1964	"Polynesia"	"0"
52	1964	"Caribbean"	"1"
501	1964	"Eastern Africa"	"0"
551	1964	"Eastern Africa"	"0"
553	1964	"Eastern Africa"	"0"
338	1964	"Southern Europe"	"0"
552	1964	"Eastern Africa"	NA
830	1964	"South-Eastern Asia"	NA
781	1964	"Southern Asia"	NA
420	1964	"Western Africa"	NA
110	1964	"South America"	NA
570	1964	"Southern Africa"	NA
571	1964	"Southern Africa"	NA
53	1964	"Caribbean"	NA
572	1964	"Southern Africa"	NA
590	1964	"Eastern Africa"	NA
411	1964	"Middle Africa"	NA
950	1964	"Melanesia"	NA
955	1964	"Polynesia"	NA
771	1964	"Southern Asia"	NA
692	1964	"Western Asia"	NA
694	1964	"Western Asia"	NA
696	1964	"Western Asia"	NA
31	1964	"Caribbean"	NA
55	1964	"Caribbean"	NA
404	1964	"Western Africa"	NA
541	1964	"Eastern Africa"	NA
581	1964	"Eastern Africa"	NA
910	1964	"Melanesia"	NA
403	1964	"Middle Africa"	NA
540	1964	"Middle Africa"	NA
115	1964	"South America"	NA
402	1964	"Western Africa"	NA
591	1964	"Eastern Africa"	NA
522	1964	"Eastern Africa"	NA
54	1964	"Caribbean"	NA
940	1964	"Melanesia"	NA
56	1964	"Caribbean"	NA
57	1964	"Caribbean"	NA
946	1964	"Micronesia"	NA
935	1964	"Melanesia"	NA
58	1964	"Caribbean"	NA
80	1964	"Central America"	NA
60	1964	"Caribbean"	NA
835	1964	"South-Eastern Asia"	NA
983	1964	"Micronesia"	NA
987	1964	"Micronesia"	NA
565	1964	"Southern Africa"	NA
702	1964	"Central Asia"	NA
703	1964	"Central Asia"	NA
704	1964	"Central Asia"	NA
359	1964	"Eastern Europe"	NA
343	1964	"Southern Europe"	NA
371	1964	"Western Asia"	NA
373	1964	"Western Asia"	NA
701	1964	"Central Asia"	NA
705	1964	"Central Asia"	NA
369	1964	"Eastern Europe"	NA
370	1964	"Eastern Europe"	NA
366	1964	"Northern Europe"	NA
367	1964	"Northern Europe"	NA
368	1964	"Northern Europe"	NA
372	1964	"Western Asia"	NA
346	1964	"Southern Europe"	NA
344	1964	"Southern Europe"	NA
349	1964	"Southern Europe"	NA
531	1964	"Eastern Africa"	NA
316	1964	"Eastern Europe"	NA
317	1964	"Eastern Europe"	NA
986	1964	"Micronesia"	NA
41	1965	"Caribbean"	"0"
42	1965	"Caribbean"	"0"
70	1965	"Central America"	"1"
90	1965	"Central America"	"0"
91	1965	"Central America"	"0"
92	1965	"Central America"	"1"
93	1965	"Central America"	"1"
94	1965	"Central America"	"1"
95	1965	"Central America"	"0"
530	1965	"Eastern Africa"	"0"
710	1965	"Eastern Asia"	"0"
712	1965	"Eastern Asia"	"0"
731	1965	"Eastern Asia"	"0"
732	1965	"Eastern Asia"	"0"
740	1965	"Eastern Asia"	"1"
360	1965	"Eastern Europe"	"0"
365	1965	"Eastern Europe"	"1"
265	1965	"No Region"	"0"
315	1965	"No Region"	"0"
345	1965	"No Region"	"0"
713	1965	"No Region"	"0"
651	1965	"Northern Africa"	"0"
100	1965	"South America"	"0"
130	1965	"South America"	"0"
135	1965	"South America"	"1"
140	1965	"South America"	"0"
145	1965	"South America"	"0"
150	1965	"South America"	"0"
155	1965	"South America"	"1"
775	1965	"South-Eastern Asia"	"0"
800	1965	"South-Eastern Asia"	"0"
840	1965	"South-Eastern Asia"	"0"
850	1965	"South-Eastern Asia"	"0"
630	1965	"Southern Asia"	"0"
700	1965	"Southern Asia"	"0"
750	1965	"Southern Asia"	"0"
760	1965	"Southern Asia"	"0"
770	1965	"Southern Asia"	"0"
780	1965	"Southern Asia"	"0"
790	1965	"Southern Asia"	"0"
230	1965	"Southern Europe"	"1"
232	1965	"Southern Europe"	"0"
235	1965	"Southern Europe"	"1"
331	1965	"Southern Europe"	"0"
339	1965	"Southern Europe"	"0"
350	1965	"Southern Europe"	"1"
450	1965	"Western Africa"	"0"
640	1965	"Western Asia"	"0"
645	1965	"Western Asia"	"1"
652	1965	"Western Asia"	"0"
660	1965	"Western Asia"	"0"
663	1965	"Western Asia"	"0"
679	1965	"Western Asia"	"0"
698	1965	"Western Asia"	"0"
221	1965	"Western Europe"	"0"
223	1965	"Western Europe"	"0"
900	1965	"Australia and New Zealand"	"2"
920	1965	"Australia and New Zealand"	"2"
40	1965	"Caribbean"	"1"
290	1965	"Eastern Europe"	"1"
310	1965	"Eastern Europe"	"1"
355	1965	"Eastern Europe"	"1"
260	1965	"No Region"	"1"
2	1965	"Northern America"	"2"
20	1965	"Northern America"	"2"
200	1965	"Northern Europe"	"1"
205	1965	"Northern Europe"	"1"
375	1965	"Northern Europe"	"1"
380	1965	"Northern Europe"	"2"
385	1965	"Northern Europe"	"1"
390	1965	"Northern Europe"	"2"
395	1965	"Northern Europe"	"1"
101	1965	"South America"	"1"
160	1965	"South America"	"1"
165	1965	"South America"	"1"
560	1965	"Southern Africa"	"1"
325	1965	"Southern Europe"	"1"
666	1965	"Western Asia"	"1"
670	1965	"Western Asia"	"1"
210	1965	"Western Europe"	"1"
211	1965	"Western Europe"	"1"
212	1965	"Western Europe"	"2"
220	1965	"Western Europe"	"1"
225	1965	"Western Europe"	"2"
305	1965	"Western Europe"	"1"
620	1965	"Northern Africa"	"0"
811	1965	"South-Eastern Asia"	"0"
818	1965	"No Region"	"0"
812	1965	"South-Eastern Asia"	"0"
600	1965	"Northern Africa"	"0"
616	1965	"Northern Africa"	"0"
625	1965	"Northern Africa"	"0"
820	1965	"South-Eastern Asia"	"0"
452	1965	"Western Africa"	"0"
438	1965	"Western Africa"	"0"
520	1965	"Eastern Africa"	"0"
580	1965	"Eastern Africa"	"0"
471	1965	"Middle Africa"	"0"
481	1965	"Middle Africa"	"1"
482	1965	"Middle Africa"	"0"
483	1965	"Middle Africa"	"0"
484	1965	"Middle Africa"	"0"
490	1965	"Middle Africa"	"0"
432	1965	"Western Africa"	"0"
433	1965	"Western Africa"	"0"
434	1965	"Western Africa"	"0"
435	1965	"Western Africa"	"0"
436	1965	"Western Africa"	"0"
437	1965	"Western Africa"	"0"
439	1965	"Western Africa"	"0"
461	1965	"Western Africa"	"0"
475	1965	"Western Africa"	"0"
352	1965	"Western Asia"	"1"
510	1965	"Eastern Africa"	"0"
451	1965	"Western Africa"	"0"
690	1965	"Western Asia"	"2"
51	1965	"Caribbean"	"0"
500	1965	"Eastern Africa"	"0"
516	1965	"Eastern Africa"	"0"
517	1965	"Eastern Africa"	"0"
615	1965	"Northern Africa"	"0"
990	1965	"Polynesia"	"0"
52	1965	"Caribbean"	"1"
501	1965	"Eastern Africa"	"0"
551	1965	"Eastern Africa"	"0"
553	1965	"Eastern Africa"	"0"
338	1965	"Southern Europe"	"0"
552	1965	"Eastern Africa"	"0"
830	1965	"South-Eastern Asia"	"0"
781	1965	"Southern Asia"	"0"
420	1965	"Western Africa"	"0"
110	1965	"South America"	NA
570	1965	"Southern Africa"	NA
571	1965	"Southern Africa"	NA
53	1965	"Caribbean"	NA
572	1965	"Southern Africa"	NA
590	1965	"Eastern Africa"	NA
411	1965	"Middle Africa"	NA
950	1965	"Melanesia"	NA
955	1965	"Polynesia"	NA
771	1965	"Southern Asia"	NA
692	1965	"Western Asia"	NA
694	1965	"Western Asia"	NA
696	1965	"Western Asia"	NA
31	1965	"Caribbean"	NA
55	1965	"Caribbean"	NA
404	1965	"Western Africa"	NA
541	1965	"Eastern Africa"	NA
581	1965	"Eastern Africa"	NA
910	1965	"Melanesia"	NA
403	1965	"Middle Africa"	NA
540	1965	"Middle Africa"	NA
115	1965	"South America"	NA
402	1965	"Western Africa"	NA
591	1965	"Eastern Africa"	NA
522	1965	"Eastern Africa"	NA
54	1965	"Caribbean"	NA
940	1965	"Melanesia"	NA
56	1965	"Caribbean"	NA
57	1965	"Caribbean"	NA
946	1965	"Micronesia"	NA
935	1965	"Melanesia"	NA
58	1965	"Caribbean"	NA
80	1965	"Central America"	NA
60	1965	"Caribbean"	NA
835	1965	"South-Eastern Asia"	NA
983	1965	"Micronesia"	NA
987	1965	"Micronesia"	NA
565	1965	"Southern Africa"	NA
702	1965	"Central Asia"	NA
703	1965	"Central Asia"	NA
704	1965	"Central Asia"	NA
359	1965	"Eastern Europe"	NA
343	1965	"Southern Europe"	NA
371	1965	"Western Asia"	NA
373	1965	"Western Asia"	NA
701	1965	"Central Asia"	NA
705	1965	"Central Asia"	NA
369	1965	"Eastern Europe"	NA
370	1965	"Eastern Europe"	NA
366	1965	"Northern Europe"	NA
367	1965	"Northern Europe"	NA
368	1965	"Northern Europe"	NA
372	1965	"Western Asia"	NA
346	1965	"Southern Europe"	NA
344	1965	"Southern Europe"	NA
349	1965	"Southern Europe"	NA
531	1965	"Eastern Africa"	NA
316	1965	"Eastern Europe"	NA
317	1965	"Eastern Europe"	NA
986	1965	"Micronesia"	NA
41	1966	"Caribbean"	"0"
42	1966	"Caribbean"	"0"
70	1966	"Central America"	"1"
90	1966	"Central America"	"0"
91	1966	"Central America"	"0"
92	1966	"Central America"	"1"
93	1966	"Central America"	"1"
94	1966	"Central America"	"1"
95	1966	"Central America"	"0"
530	1966	"Eastern Africa"	"0"
710	1966	"Eastern Asia"	"0"
712	1966	"Eastern Asia"	"0"
731	1966	"Eastern Asia"	"0"
732	1966	"Eastern Asia"	"0"
740	1966	"Eastern Asia"	"1"
360	1966	"Eastern Europe"	"0"
365	1966	"Eastern Europe"	"1"
265	1966	"No Region"	"0"
315	1966	"No Region"	"0"
345	1966	"No Region"	"0"
713	1966	"No Region"	"0"
651	1966	"Northern Africa"	"0"
100	1966	"South America"	"0"
130	1966	"South America"	"0"
135	1966	"South America"	"1"
140	1966	"South America"	"0"
145	1966	"South America"	"0"
150	1966	"South America"	"0"
155	1966	"South America"	"1"
775	1966	"South-Eastern Asia"	"0"
800	1966	"South-Eastern Asia"	"0"
840	1966	"South-Eastern Asia"	"0"
850	1966	"South-Eastern Asia"	"0"
630	1966	"Southern Asia"	"0"
700	1966	"Southern Asia"	"0"
750	1966	"Southern Asia"	"0"
760	1966	"Southern Asia"	"0"
770	1966	"Southern Asia"	"0"
780	1966	"Southern Asia"	"0"
790	1966	"Southern Asia"	"0"
230	1966	"Southern Europe"	"1"
232	1966	"Southern Europe"	"0"
235	1966	"Southern Europe"	"1"
331	1966	"Southern Europe"	"0"
339	1966	"Southern Europe"	"0"
350	1966	"Southern Europe"	"1"
450	1966	"Western Africa"	"0"
640	1966	"Western Asia"	"0"
645	1966	"Western Asia"	"1"
652	1966	"Western Asia"	"0"
660	1966	"Western Asia"	"0"
663	1966	"Western Asia"	"0"
679	1966	"Western Asia"	"0"
698	1966	"Western Asia"	"0"
221	1966	"Western Europe"	"0"
223	1966	"Western Europe"	"0"
900	1966	"Australia and New Zealand"	"2"
920	1966	"Australia and New Zealand"	"2"
40	1966	"Caribbean"	"1"
290	1966	"Eastern Europe"	"1"
310	1966	"Eastern Europe"	"1"
355	1966	"Eastern Europe"	"1"
260	1966	"No Region"	"1"
2	1966	"Northern America"	"2"
20	1966	"Northern America"	"2"
200	1966	"Northern Europe"	"1"
205	1966	"Northern Europe"	"1"
375	1966	"Northern Europe"	"1"
380	1966	"Northern Europe"	"2"
385	1966	"Northern Europe"	"1"
390	1966	"Northern Europe"	"2"
395	1966	"Northern Europe"	"2"
101	1966	"South America"	"1"
160	1966	"South America"	"1"
165	1966	"South America"	"1"
560	1966	"Southern Africa"	"1"
325	1966	"Southern Europe"	"1"
666	1966	"Western Asia"	"1"
670	1966	"Western Asia"	"1"
210	1966	"Western Europe"	"1"
211	1966	"Western Europe"	"1"
212	1966	"Western Europe"	"2"
220	1966	"Western Europe"	"1"
225	1966	"Western Europe"	"2"
305	1966	"Western Europe"	"1"
620	1966	"Northern Africa"	"0"
811	1966	"South-Eastern Asia"	"0"
818	1966	"No Region"	"0"
812	1966	"South-Eastern Asia"	"0"
600	1966	"Northern Africa"	"0"
616	1966	"Northern Africa"	"0"
625	1966	"Northern Africa"	"0"
820	1966	"South-Eastern Asia"	"0"
452	1966	"Western Africa"	"0"
438	1966	"Western Africa"	"0"
520	1966	"Eastern Africa"	"0"
580	1966	"Eastern Africa"	"0"
471	1966	"Middle Africa"	"0"
481	1966	"Middle Africa"	"1"
482	1966	"Middle Africa"	"0"
483	1966	"Middle Africa"	"0"
484	1966	"Middle Africa"	"0"
490	1966	"Middle Africa"	"0"
432	1966	"Western Africa"	"0"
433	1966	"Western Africa"	"0"
434	1966	"Western Africa"	"0"
435	1966	"Western Africa"	"0"
436	1966	"Western Africa"	"0"
437	1966	"Western Africa"	"0"
439	1966	"Western Africa"	"0"
461	1966	"Western Africa"	"0"
475	1966	"Western Africa"	"0"
352	1966	"Western Asia"	"1"
510	1966	"Eastern Africa"	"0"
451	1966	"Western Africa"	"0"
690	1966	"Western Asia"	"2"
51	1966	"Caribbean"	"0"
500	1966	"Eastern Africa"	"0"
516	1966	"Eastern Africa"	"0"
517	1966	"Eastern Africa"	"0"
615	1966	"Northern Africa"	"0"
990	1966	"Polynesia"	"0"
52	1966	"Caribbean"	"1"
501	1966	"Eastern Africa"	"0"
551	1966	"Eastern Africa"	"0"
553	1966	"Eastern Africa"	"0"
338	1966	"Southern Europe"	"0"
552	1966	"Eastern Africa"	"0"
830	1966	"South-Eastern Asia"	"0"
781	1966	"Southern Asia"	"0"
420	1966	"Western Africa"	"0"
110	1966	"South America"	"0"
570	1966	"Southern Africa"	"0"
571	1966	"Southern Africa"	"0"
53	1966	"Caribbean"	"1"
572	1966	"Southern Africa"	NA
590	1966	"Eastern Africa"	NA
411	1966	"Middle Africa"	NA
950	1966	"Melanesia"	NA
955	1966	"Polynesia"	NA
771	1966	"Southern Asia"	NA
692	1966	"Western Asia"	NA
694	1966	"Western Asia"	NA
696	1966	"Western Asia"	NA
31	1966	"Caribbean"	NA
55	1966	"Caribbean"	NA
404	1966	"Western Africa"	NA
541	1966	"Eastern Africa"	NA
581	1966	"Eastern Africa"	NA
910	1966	"Melanesia"	NA
403	1966	"Middle Africa"	NA
540	1966	"Middle Africa"	NA
115	1966	"South America"	NA
402	1966	"Western Africa"	NA
591	1966	"Eastern Africa"	NA
522	1966	"Eastern Africa"	NA
54	1966	"Caribbean"	NA
940	1966	"Melanesia"	NA
56	1966	"Caribbean"	NA
57	1966	"Caribbean"	NA
946	1966	"Micronesia"	NA
935	1966	"Melanesia"	NA
58	1966	"Caribbean"	NA
80	1966	"Central America"	NA
60	1966	"Caribbean"	NA
835	1966	"South-Eastern Asia"	NA
983	1966	"Micronesia"	NA
987	1966	"Micronesia"	NA
565	1966	"Southern Africa"	NA
702	1966	"Central Asia"	NA
703	1966	"Central Asia"	NA
704	1966	"Central Asia"	NA
359	1966	"Eastern Europe"	NA
343	1966	"Southern Europe"	NA
371	1966	"Western Asia"	NA
373	1966	"Western Asia"	NA
701	1966	"Central Asia"	NA
705	1966	"Central Asia"	NA
369	1966	"Eastern Europe"	NA
370	1966	"Eastern Europe"	NA
366	1966	"Northern Europe"	NA
367	1966	"Northern Europe"	NA
368	1966	"Northern Europe"	NA
372	1966	"Western Asia"	NA
346	1966	"Southern Europe"	NA
344	1966	"Southern Europe"	NA
349	1966	"Southern Europe"	NA
531	1966	"Eastern Africa"	NA
316	1966	"Eastern Europe"	NA
317	1966	"Eastern Europe"	NA
986	1966	"Micronesia"	NA
41	1967	"Caribbean"	"0"
42	1967	"Caribbean"	"0"
70	1967	"Central America"	"1"
90	1967	"Central America"	"0"
91	1967	"Central America"	"0"
92	1967	"Central America"	"1"
93	1967	"Central America"	"1"
94	1967	"Central America"	"1"
95	1967	"Central America"	"0"
530	1967	"Eastern Africa"	"0"
710	1967	"Eastern Asia"	"0"
712	1967	"Eastern Asia"	"0"
731	1967	"Eastern Asia"	"0"
732	1967	"Eastern Asia"	"0"
740	1967	"Eastern Asia"	"1"
360	1967	"Eastern Europe"	"0"
365	1967	"Eastern Europe"	"1"
265	1967	"No Region"	"0"
315	1967	"No Region"	"0"
345	1967	"No Region"	"0"
713	1967	"No Region"	"0"
651	1967	"Northern Africa"	"0"
100	1967	"South America"	"0"
130	1967	"South America"	"0"
135	1967	"South America"	"1"
140	1967	"South America"	"0"
145	1967	"South America"	"0"
150	1967	"South America"	"0"
155	1967	"South America"	"1"
775	1967	"South-Eastern Asia"	"0"
800	1967	"South-Eastern Asia"	"0"
840	1967	"South-Eastern Asia"	"0"
850	1967	"South-Eastern Asia"	"0"
630	1967	"Southern Asia"	"1"
700	1967	"Southern Asia"	"0"
750	1967	"Southern Asia"	"0"
760	1967	"Southern Asia"	"0"
770	1967	"Southern Asia"	"0"
780	1967	"Southern Asia"	"0"
790	1967	"Southern Asia"	"0"
230	1967	"Southern Europe"	"1"
232	1967	"Southern Europe"	"0"
235	1967	"Southern Europe"	"1"
331	1967	"Southern Europe"	"0"
339	1967	"Southern Europe"	"0"
350	1967	"Southern Europe"	"1"
450	1967	"Western Africa"	"0"
640	1967	"Western Asia"	"0"
645	1967	"Western Asia"	"1"
652	1967	"Western Asia"	"0"
660	1967	"Western Asia"	"0"
663	1967	"Western Asia"	"0"
679	1967	"Western Asia"	"0"
698	1967	"Western Asia"	"0"
221	1967	"Western Europe"	"0"
223	1967	"Western Europe"	"0"
900	1967	"Australia and New Zealand"	"2"
920	1967	"Australia and New Zealand"	"2"
40	1967	"Caribbean"	"1"
290	1967	"Eastern Europe"	"1"
310	1967	"Eastern Europe"	"1"
355	1967	"Eastern Europe"	"1"
260	1967	"No Region"	"1"
2	1967	"Northern America"	"2"
20	1967	"Northern America"	"2"
200	1967	"Northern Europe"	"2"
205	1967	"Northern Europe"	"1"
375	1967	"Northern Europe"	"1"
380	1967	"Northern Europe"	"2"
385	1967	"Northern Europe"	"1"
390	1967	"Northern Europe"	"2"
395	1967	"Northern Europe"	"2"
101	1967	"South America"	"1"
160	1967	"South America"	"1"
165	1967	"South America"	"1"
560	1967	"Southern Africa"	"1"
325	1967	"Southern Europe"	"1"
666	1967	"Western Asia"	"1"
670	1967	"Western Asia"	"1"
210	1967	"Western Europe"	"2"
211	1967	"Western Europe"	"1"
212	1967	"Western Europe"	"2"
220	1967	"Western Europe"	"1"
225	1967	"Western Europe"	"2"
305	1967	"Western Europe"	"1"
620	1967	"Northern Africa"	"0"
811	1967	"South-Eastern Asia"	"0"
818	1967	"No Region"	"0"
812	1967	"South-Eastern Asia"	"0"
600	1967	"Northern Africa"	"0"
616	1967	"Northern Africa"	"0"
625	1967	"Northern Africa"	"0"
820	1967	"South-Eastern Asia"	"0"
452	1967	"Western Africa"	"0"
438	1967	"Western Africa"	"0"
520	1967	"Eastern Africa"	"0"
580	1967	"Eastern Africa"	"0"
471	1967	"Middle Africa"	"0"
481	1967	"Middle Africa"	"1"
482	1967	"Middle Africa"	"0"
483	1967	"Middle Africa"	"0"
484	1967	"Middle Africa"	"0"
490	1967	"Middle Africa"	"0"
432	1967	"Western Africa"	"0"
433	1967	"Western Africa"	"0"
434	1967	"Western Africa"	"0"
435	1967	"Western Africa"	"0"
436	1967	"Western Africa"	"0"
437	1967	"Western Africa"	"0"
439	1967	"Western Africa"	"0"
461	1967	"Western Africa"	"0"
475	1967	"Western Africa"	"0"
352	1967	"Western Asia"	"1"
510	1967	"Eastern Africa"	"0"
451	1967	"Western Africa"	"0"
690	1967	"Western Asia"	"2"
51	1967	"Caribbean"	"0"
500	1967	"Eastern Africa"	"0"
516	1967	"Eastern Africa"	"0"
517	1967	"Eastern Africa"	"0"
615	1967	"Northern Africa"	"0"
990	1967	"Polynesia"	"0"
52	1967	"Caribbean"	"1"
501	1967	"Eastern Africa"	"0"
551	1967	"Eastern Africa"	"0"
553	1967	"Eastern Africa"	"0"
338	1967	"Southern Europe"	"0"
552	1967	"Eastern Africa"	"0"
830	1967	"South-Eastern Asia"	"1"
781	1967	"Southern Asia"	"0"
420	1967	"Western Africa"	"0"
110	1967	"South America"	"0"
570	1967	"Southern Africa"	"0"
571	1967	"Southern Africa"	"0"
53	1967	"Caribbean"	"1"
572	1967	"Southern Africa"	NA
590	1967	"Eastern Africa"	NA
411	1967	"Middle Africa"	NA
950	1967	"Melanesia"	NA
955	1967	"Polynesia"	NA
771	1967	"Southern Asia"	NA
692	1967	"Western Asia"	NA
694	1967	"Western Asia"	NA
696	1967	"Western Asia"	NA
31	1967	"Caribbean"	NA
55	1967	"Caribbean"	NA
404	1967	"Western Africa"	NA
541	1967	"Eastern Africa"	NA
581	1967	"Eastern Africa"	NA
910	1967	"Melanesia"	NA
403	1967	"Middle Africa"	NA
540	1967	"Middle Africa"	NA
115	1967	"South America"	NA
402	1967	"Western Africa"	NA
591	1967	"Eastern Africa"	NA
522	1967	"Eastern Africa"	NA
54	1967	"Caribbean"	NA
940	1967	"Melanesia"	NA
56	1967	"Caribbean"	NA
57	1967	"Caribbean"	NA
946	1967	"Micronesia"	NA
935	1967	"Melanesia"	NA
58	1967	"Caribbean"	NA
80	1967	"Central America"	NA
60	1967	"Caribbean"	NA
835	1967	"South-Eastern Asia"	NA
983	1967	"Micronesia"	NA
987	1967	"Micronesia"	NA
565	1967	"Southern Africa"	NA
702	1967	"Central Asia"	NA
